Id,from,to,fromout,fromin,toout,toin,width,exist,distance
15219,4607362,4410316,307,25,0,48,9,1,0
15220,694610,2335413,641,191,0,773,47,1,0
15221,3688964,2724156,43,84,1743,306,3,1,0
15222,1812341,2792374,26,11,0,6,0,1,0
15223,2308981,1721073,961,113,0,3,0,1,0
15224,797247,4356831,29,6,0,1,0,1,0
15225,2255769,4245329,255,14,0,90,1,1,0
15226,3777007,941358,48,5,198,239,3,1,0
15227,4382022,4747818,121,115,50,322,15,1,0
15228,626740,1599928,136,50,242,168,19,1,0
15229,2033249,2382288,7221,173,0,2,0,1,0
15230,2911694,2656791,385,130,159,46,14,1,0
15231,4164177,740261,256,18,0,1,0,1,0
15232,1313537,3530243,200,412,0,11,1,1,0
15233,2692073,3039825,133,106,0,4,2,1,0
15234,4185287,3020443,972,109,0,62,7,1,0
15235,3625662,1612926,2363,179,0,774,86,1,0
15236,3799218,149783,559,58,0,370,23,1,0
15237,3688809,4047768,25,54,1365,136,7,1,0
15238,761033,592009,86,19,0,18,2,1,0
15239,1166930,4609600,3,3,146,63,0,1,0
15240,2353733,3698682,143,19,0,232,1,1,0
15241,1452858,1237389,1,1,0,2,0,1,0
15242,1666739,2809604,512,66,0,64,0,1,0
15243,1810186,3154104,19,3,0,45,0,1,0
15244,1463243,3782182,248,106,115,46,19,1,0
15245,1258323,3311954,88,20,0,67,0,1,0
15246,4129597,1580983,4365,169,0,339,15,1,0
15247,1979699,4576425,908,157,0,38,5,1,0
15248,839876,3365509,35426,449,0,27,18,1,0
15249,3492364,3429112,100,50,0,21,19,1,0
15250,686038,2407790,31,12,0,6,2,1,0
15251,451213,4129642,59,4,0,1,0,1,0
15252,687543,1348902,195,77,83,28,17,1,0
15253,260264,1558475,13,1,0,1,0,1,0
15254,1815424,3667834,154,12,16,1119,9,1,0
15255,397875,3096348,719,219,0,7,1,1,0
15256,2599053,2608211,17,7,36,5,1,1,0
15257,1945298,395071,594,104,160,160,27,1,0
15258,4537617,3275503,112,6,0,37,1,1,0
15259,335326,450682,270,49,0,80,3,1,0
15260,1887803,325974,98625,2466,0,122,43,1,0
15261,4545306,2877720,68,57,0,11,1,1,0
15262,421132,2339671,99,43,0,2,1,1,0
15263,3125514,3557810,501,48,0,32,9,1,0
15264,3851897,3949974,162,1881,726,631,31,1,0
15265,3165517,1381391,650,63,0,2,1,1,0
15266,3542863,2499788,50,8,0,7,0,1,0
15267,4168454,4105339,359,38,0,27,7,1,0
15268,1307101,3233889,168,72,0,48,7,1,0
15269,4436394,201017,6619,257,0,64,27,1,0
15270,3195353,3218573,3453,337,0,292,80,1,0
15271,4836979,1189429,152,55,0,317,15,1,0
15272,2971082,2440650,9317,107,0,30,4,1,0
15273,383904,1854450,81,32,39,1605,33,1,0
15274,1563066,208552,58,16,0,43,0,1,0
15275,3796927,1845909,160,25,0,7,4,1,0
15276,2439804,3897152,749,207,660,143,86,1,0
15277,4334500,4528194,213,229,67,30,1,1,0
15278,1060226,2591234,9824,119,0,4,2,1,0
15279,42889,3334500,52,7,0,2,0,1,0
15280,4648104,2591536,95,43,0,25,3,1,0
15281,2072369,1669626,112,37,2000,239,17,1,0
15282,305764,3682222,12,12,91,45,4,1,0
15283,4163385,111005,480,40,0,12,4,1,0
15284,4414455,4634706,693,44,0,3,0,1,0
15285,2776778,2394673,1225,107,0,19,8,1,0
15286,220434,1812501,564,61,6,1783,16,1,0
15287,1225040,4702871,57,4,0,1,0,1,0
15288,4684370,3502994,1186,345,17,772,32,1,0
15289,2908831,4593155,371,34,0,32,1,1,0
15290,207302,3385475,55,6,0,5,0,1,0
15291,4075320,658929,1340,235,5153,119,35,1,0
15292,493812,3626003,2118,243,0,70,22,1,0
15293,2046628,631769,273,42,0,51,3,1,0
15294,2536065,3882063,158,11,0,44,5,1,0
15295,3264918,3918606,600,80,0,28,7,1,0
15296,58056,1543626,229,468,959,263,14,1,0
15297,1962177,4391427,1106,330,0,1,0,1,0
15298,4047374,3324875,58,16,61238,1350,1,1,0
15299,2982454,551634,128,8,1845,389,3,1,0
15300,290318,3585788,354,71,33,1,0,1,0
15301,868835,1173404,677,51,0,15,0,1,0
15302,1099773,747360,653,540,0,4,0,1,0
15303,2138392,3056205,663,221,0,7,0,1,0
15304,3981875,4529794,114,40,0,14,9,1,0
15305,4485606,2775453,772,70,453,30,12,1,0
15306,1164803,3277091,63,16,83,50,4,1,0
15307,1103191,764432,210,86,0,17,3,1,0
15308,3981875,3136175,114,40,0,11,9,1,0
15309,2652408,3025339,63,3,0,27,0,1,0
15310,1056526,510887,68,3,0,30,2,1,0
15311,3001628,2076052,247,17,0,7,2,1,0
15312,495721,4417458,12,9,0,9,0,1,0
15313,1265638,4070605,682,57,0,50,5,1,0
15314,4105732,2135950,1042,8,0,5,0,1,0
15315,4294812,2665480,107,18,0,4,0,1,0
15316,3447386,4257076,43,6,228,80,9,1,0
15317,1942113,4483530,358,56,0,187,12,1,0
15318,3171858,4334500,20,1,213,229,2,1,0
15319,2074402,21886,25,3,0,17,0,1,0
15320,4812025,1053373,218,386,0,459,20,1,0
15321,4380534,4220090,230,30,1862,239,10,1,0
15322,3136372,954971,291,70,0,1,0,1,0
15323,3417983,4446015,26,6,0,2,1,1,0
15324,532115,2940057,73,51,0,8,3,1,0
15325,3936477,694624,409,225,0,59,14,1,0
15326,4602526,3049105,15,166,0,9,1,1,0
15327,4179764,147941,18,15,14,147,14,1,0
15328,2027313,174042,1621,30,0,4,0,1,0
15329,1495131,1483994,4,5,0,4,0,1,0
15330,3032711,3761066,1094,271,0,1,0,1,0
15331,930399,3687838,2387,35,0,1,0,1,0
15332,3527931,3195172,78,7,504,69,2,1,0
15333,3671940,3246255,57,3,0,6,0,1,0
15334,3668814,345878,120,22,502,1914,10,1,0
15335,3269419,195034,2041,107,0,72,8,1,0
15336,283099,2770954,83,49,108,56,19,1,0
15337,1505684,2202853,164,77,0,3,0,1,0
15338,4027309,1954748,1019,93,1280,199,44,1,0
15339,3775278,3729097,611,147,430,74,4,1,0
15340,1129322,1877011,103,118,163,2921,8,1,0
15341,2890546,1543626,96,111,959,263,21,1,0
15342,445304,4127801,186,21,0,56,0,1,0
15343,4622426,1670907,8,3,76,390,1,1,0
15344,1022032,2054191,222,76,0,71,5,1,0
15345,1498414,4380758,39,92,0,4,0,1,0
15346,1965813,3324290,504,82,0,1,0,1,0
15347,4491397,3084986,393,23,0,1,0,1,0
15348,22673,394112,63,50,0,28,9,1,0
15349,4381211,1308789,194,32,0,15,4,1,0
15350,1677912,3576048,214,34,0,17,1,1,0
15351,1266697,1294681,5,11,1180,116,1,1,0
15352,207242,3426789,423,85,795,2431,34,1,0
15353,1135740,4783407,537,16,0,8,0,1,0
15354,3386879,3245567,1447,185,0,352,39,1,0
15355,3134281,1131482,22,1,0,2,0,1,0
15356,531072,4375121,142,5,0,1,0,1,0
15357,3872866,3087331,26349,1180,0,4,3,1,0
15358,1796180,1082305,54,16,754,47,2,1,0
15359,2767822,98967,432,39,0,1,0,1,0
15360,4679561,1268985,126,7,0,3,0,1,0
15361,4838090,3400714,203,87,0,1,0,1,0
15362,4323199,3936684,49,27,0,8,0,1,0
15363,316347,2852287,154,61,0,1,0,1,0
15364,3236793,3101570,76,2,189,302,6,1,0
15365,399257,3522604,784,27,0,34,5,1,0
15366,4561625,1066489,257,16,0,2,0,1,0
15367,309378,4470473,24,543,0,19,2,1,0
15368,2622836,2015470,132,31,547,146,9,1,0
15369,3088832,14935,261,131,0,14,0,1,0
15370,4147637,3289800,162,68,0,163,13,1,0
15371,2263873,828819,168,15,0,11,3,1,0
15372,2854149,1621507,60,36,104,588,1,1,0
15373,4534066,1745459,24,38,0,328,2,1,0
15374,2146273,1081897,7886,162,0,37,10,1,0
15375,2735747,2625174,76,438,272,621,7,1,0
15376,382696,1899762,56,10,0,27,2,1,0
15377,4800871,3595455,15,4,0,148,2,1,0
15378,421424,4727269,1,1,411,116,0,1,0
15379,376726,3703605,81,17,0,9,0,1,0
15380,2648695,3246994,18490,412,0,1,0,1,0
15381,3026455,1780558,9,5,0,2,0,1,0
15382,2316548,4781639,23,2,0,4,0,1,0
15383,2439155,2838973,14,28,411,217,7,1,0
15384,2208759,4025793,179,31,0,128,2,1,0
15385,331977,3416876,119,5,0,6,2,1,0
15386,3521673,3860047,969,196,575,84,39,1,0
15387,634937,2658039,366,81,1959,155,22,1,0
15388,3247926,1916664,249,55,0,5,2,1,0
15389,3253774,829431,73,2,0,2,0,1,0
15390,286426,290194,290,87,0,27,1,1,0
15391,3702092,53984,7,2,0,1,0,1,0
15392,3229639,1513366,95,9,0,86,1,1,0
15393,2333099,2421415,147,58,0,4,0,1,0
15394,1827922,78754,77,26,0,15,4,1,0
15395,50469,2773687,8,2,0,5,0,1,0
15396,2378610,1748267,159,22,0,33,0,1,0
15397,75226,147941,3,4,14,147,2,1,0
15398,3615282,2723367,15,3,0,4,1,1,0
15399,3461594,392330,19,5,97,85,2,1,0
15400,4501830,3834413,14,1,0,4,0,1,0
15401,926424,2675832,1,2,269,72,0,1,0
15402,525775,4300094,232,37,0,2,1,1,0
15403,3106820,3191994,1987,35,0,8,0,1,0
15404,3653989,2996524,103,8,0,1,0,1,0
15405,2127640,693972,72,20,0,37,1,1,0
15406,3001323,4436343,36,13,0,1,0,1,0
15407,659982,2650550,31,2,0,6,0,1,0
15408,323392,3275305,54,33,0,12,1,1,0
15409,3577136,354211,38,9,111,437,5,1,0
15410,669131,799416,9,2,0,1,0,1,0
15411,1685487,1607911,154,11,0,22,0,1,0
15412,4142231,4591506,1092,376,0,4,3,1,0
15413,3759503,1513175,292,44,0,5,1,1,0
15414,348818,1690711,2526,234,926,202,53,1,0
15415,3213829,1240620,4208,22,0,1,0,1,0
15416,1722296,3033280,1448,200,0,151,17,1,0
15417,1038493,2377395,19371,381,0,512,112,1,0
15418,369555,3099672,75,18,4519,2239,6,1,0
15419,544957,4256562,119,6,0,27,0,1,0
15420,4680859,3204463,346,45,0,69,13,1,0
15421,1780275,4038595,197,47,2746,373,20,1,0
15422,3225458,4776636,1082,128,293,206,9,1,0
15423,380011,3017373,57,15,0,30,2,1,0
15424,111650,736296,306,35,17,4,2,1,0
15425,321030,886486,212,17,0,16,2,1,0
15426,3094027,24132,64,13,0,1,0,1,0
15427,4710670,2775142,1854,170,0,234,55,1,0
15428,2303058,1557156,17,5,23,10,2,1,0
15429,2950869,2163204,112,18,0,6,2,1,0
15430,2814138,3653502,341,113,0,1,0,1,0
15431,4826413,1989047,59,54,47,17,7,1,0
15432,3603279,2422812,3,51,0,22,0,1,0
15433,3866925,1101042,28,1,91,268,4,1,0
15434,1960527,2901808,3,1,0,2,0,1,0
15435,4511334,1909677,23,3,0,1,0,1,0
15436,1056904,3204150,82,9,0,47,0,1,0
15437,4534982,662059,1562,183,0,3,0,1,0
15438,200282,3531345,110,64,151,365,27,1,0
15439,1635774,125771,66,18,0,2,0,1,0
15440,347589,4066183,120,35,304,140,3,1,0
15441,3910493,1854450,25,1117,39,1605,19,1,0
15442,4138372,1307310,278,38,0,11,7,1,0
15443,3317930,4616985,1587,151,0,120,5,1,0
15444,680987,2329843,262,39,0,12,3,1,0
15445,3171858,4571819,20,1,554,2951,8,1,0
15446,4308189,3257325,227,60,0,290,28,1,0
15447,3942111,3004824,655,70,0,3,0,1,0
15448,1484638,595973,202,77,214,1141,16,1,0
15449,1176340,629151,147,24,228,28,0,1,0
15450,376842,3945624,8,3,0,1,0,1,0
15451,2475511,1498466,11,1,215,20,0,1,0
15452,3386648,2025924,60,4,0,1,0,1,0
15453,1181462,2754097,135,160,0,14,1,1,0
15454,1699128,2503828,66,40,63,62,19,1,0
15455,1542970,2371002,19,3,0,111,0,1,0
15456,4387637,33102,27,57,0,27,5,1,0
15457,4808849,3981065,280,51,0,2,0,1,0
15458,1815952,4313927,653,15,47,698,5,1,0
15459,3217156,2705720,133,18,0,508,3,1,0
15460,4792427,4618322,29765,523,0,38,31,1,0
15461,3408258,3816536,10,5,0,9,0,1,0
15462,2672688,4356423,189,98,43,49,39,1,0
15463,2341697,1745459,145,9,0,328,1,1,0
15464,4343358,2350016,1838,130,0,47,8,1,0
15465,3577136,138889,38,9,87,1267,3,1,0
15466,1373472,1227520,381,189,0,21,3,1,0
15467,1551326,2196566,3,2,0,1,0,1,0
15468,4420789,2033087,59,43,1,11,0,1,0
15469,3397026,1382621,51,17,0,10,0,1,0
15470,3326014,4184100,98,5,884,88,1,1,0
15471,1878093,851439,85,195,145,146,14,1,0
15472,4691561,2355738,161,49,0,57,0,1,0
15473,1424872,1747430,5576,242,0,426,94,1,0
15474,2124566,3264183,54,3,0,12,0,1,0
15475,891578,2331540,165,59,0,29,0,1,0
15476,1657755,2685960,269,53,0,30,1,1,0
15477,1674563,2512290,221,10,0,147,1,1,0
15478,1195620,4422396,775,19,0,2,0,1,0
15479,367021,1479120,69,62,0,295,1,1,0
15480,3941321,2694255,31,3,0,55,0,1,0
15481,2700797,1071171,4,1,43,27,0,1,0
15482,3292721,780416,1031,75,0,635,34,1,0
15483,1432104,2907047,17,82,0,12,2,1,0
15484,3582944,1165820,214,24,0,13,6,1,0
15485,4032953,2977754,117,25,27,1,0,1,0
15486,3199066,3441353,564,142,0,159,19,1,0
15487,2279019,1239631,301,67,0,81,3,1,0
15488,178519,3308008,3,7,103,64,0,1,0
15489,3569410,2621161,417,15,0,13,6,1,0
15490,1559437,4122911,41,6,0,3,1,1,0
15491,2075064,1631931,21,33,107,463,6,1,0
15492,3673032,475208,259,66,0,3,1,1,0
15493,2392279,3747518,49,26,194,254,23,1,0
15494,3698255,1301110,199,5,0,4,0,1,0
15495,1407728,2840879,14,5,88,111,2,1,0
15496,3862245,898364,2838,76,0,109,32,1,0
15497,959381,3469046,383,45,0,31,6,1,0
15498,785298,4512905,298,419,105794,3193,33,1,0
15499,3816904,2125334,258,13,0,10,6,1,0
15500,2060992,4604321,253,51,3,15,11,1,0
15501,3085194,1518319,432,37,0,38,2,1,0
15502,3547421,4399263,165,8,0,24,1,1,0
15503,2973465,2989671,1,4,54,14,0,1,0
15504,3893839,1406551,347,8,0,20,5,1,0
15505,3426198,1002824,111,4,0,2,0,1,0
15506,4544326,1864622,1026,153,0,322,33,1,0
15507,2183262,1501545,130,46,539,1253,13,1,0
15508,1108140,861775,392,64,0,85,1,1,0
15509,4571819,300734,554,2951,0,3,0,1,0
15510,4195785,4293528,3,85,0,421,1,1,0
15511,773091,3120359,332,34,0,8,0,1,0
15512,1569791,3549135,491,38,0,1,0,1,0
15513,2991957,3949974,42,12,726,631,3,1,0
15514,1353747,1937761,422,81,0,22,6,1,0
15515,588393,4420308,82,7,785,62,3,1,0
15516,2272911,1517959,39,90,0,2,0,1,0
15517,3703198,4500624,42,4,0,223,0,1,0
15518,2239043,2310394,98,12,0,4,0,1,0
15519,3844274,3088353,199,88,0,2,0,1,0
15520,2901903,4161880,83,20,0,3,0,1,0
15521,2347114,3718505,119,38,2001,247,20,1,0
15522,2327986,2370588,1671,124,0,41,9,1,0
15523,3056811,407098,65,3,0,4,0,1,0
15524,3712660,3993722,202,55,136,34,7,1,0
15525,1208343,1431033,151,19,0,7,2,1,0
15526,1039070,3283040,27,5,0,62,0,1,0
15527,835922,4825242,4566,284,0,16,0,1,0
15528,503055,3288249,386,18,0,1,0,1,0
15529,3342940,2587247,56,10,0,2,0,1,0
15530,3803431,4263717,174,18,0,32,1,1,0
15531,2515789,832236,142,49,0,283,9,1,0
15532,2849165,4576796,964,2,0,15,0,1,0
15533,3022657,3774052,661,56,0,94,15,1,0
15534,4643295,4152977,25,1,0,9,0,1,0
15535,1095066,939626,114,33,0,4,1,1,0
15536,2045063,1550139,213,97,0,3,1,1,0
15537,2286789,3895743,417,34,0,139,3,1,0
15538,455885,616324,1,1,0,1,0,1,0
15539,4199909,168252,78,10,0,4,1,1,0
15540,4049511,1405330,83,8,0,7,2,1,0
15541,1621507,2694406,104,588,0,2,0,1,0
15542,1963165,3828875,94,2,0,40,2,1,0
15543,4696057,3380379,328,159,0,20,4,1,0
15544,328998,354303,659,41,0,10,5,1,0
15545,3079567,4272038,3830,127,0,20,6,1,0
15546,3547031,2366527,471,20,0,3,2,1,0
15547,480577,305971,202,48,0,23,2,1,0
15548,1233245,3538875,50,13,113,63,9,1,0
15549,62709,2394279,1009,62,0,2,0,1,0
15550,4796649,3564082,1607,194,2553,394,51,1,0
15551,1453977,1900138,56,16,0,44,2,1,0
15552,33910,4806381,18,18,320,64,2,1,0
15553,2492492,147590,64,31,0,3,2,1,0
15554,16024,3320644,42,15,0,49,5,1,0
15555,3641970,3705310,79,9,0,2,1,1,0
15556,2218013,1227506,42,3,0,1,0,1,0
15557,4290761,1468282,1883,228,0,16,0,1,0
15558,2132415,4286758,19,17,7,7,5,1,0
15559,2740874,3447339,208,14,352,55,4,1,0
15560,2352432,1207810,112,12,0,9,5,1,0
15561,1861214,4062126,1,1,0,1,0,1,0
15562,311959,4389699,4892,235,0,8,4,1,0
15563,2214005,2734428,1499,140,0,245,29,1,0
15564,563619,764551,28,6,92,77,16,1,0
15565,729956,3126575,1475,82,0,57,5,1,0
15566,2476211,1286512,87,10,0,31,3,1,0
15567,2258619,2403764,69,35,0,8,1,1,0
15568,3180663,3730492,118,108,1242,1418,39,1,0
15569,2745245,2551244,123,28,0,24,2,1,0
15570,2681748,1082221,9,3,292,61,1,1,0
15571,1555638,3906640,2204,155,257,272,76,1,0
15572,2335987,3194195,59,17,677,167,2,1,0
15573,2570434,1223967,212,3,0,1,0,1,0
15574,3038883,504693,22,3,0,1,0,1,0
15575,618059,2893112,1781,12,282,49,3,1,0
15576,1030671,1170218,4904,125,0,64,14,1,0
15577,119618,828827,244,21,0,2,0,1,0
15578,1309962,1392654,464,6,0,5,1,1,0
15579,4098345,3915913,396,6,0,8,1,1,0
15580,3667196,1113816,77,26,85916,4637,7,1,0
15581,3093010,607724,166,35,0,147,6,1,0
15582,1358861,3726180,5,1,0,2,1,1,0
15583,1583583,639936,48,41,0,3,1,1,0
15584,2249115,3667834,236,96,16,1119,9,1,0
15585,1423189,904703,154,103,0,13,7,1,0
15586,130289,4040928,94,50,0,15,8,1,0
15587,1511575,1043889,72,7,0,1,0,1,0
15588,1570166,3980478,22,3,9,375,0,1,0
15589,1722879,4546013,225,23,0,18,8,1,0
15590,3227360,83653,1925,721,0,36,8,1,0
15591,1635940,862212,115,3,0,1,0,1,0
15592,3090952,833171,94,22,0,271,1,1,0
15593,4500796,4441388,2,2,4,2,0,1,0
15594,1400182,4571819,31,3,554,2951,1,1,0
15595,4383425,3213490,190,5,0,93,0,1,0
15596,2813228,4257783,98,43,0,37,1,1,0
15597,3149799,3661915,875,100,967,930,16,1,0
15598,1695340,1659102,14258,268,0,226,83,1,0
15599,2648695,1877516,18490,412,0,39,6,1,0
15600,373168,4104967,66,13,0,39,6,1,0
15601,4128103,958944,620,34,0,164,11,1,0
15602,2146033,3099672,55,12,4519,2239,21,1,0
15603,1547138,2798391,247,8,0,63,1,1,0
15604,4216518,4818803,224,61,0,1353,14,1,0
15605,4800353,1185235,39,8,0,16,1,1,0
15606,3483430,1413238,715,32,8,1748,24,1,0
15607,860942,2767539,927,256,0,54,31,1,0
15608,4043069,3672121,47,9,114,103,3,1,0
15609,835922,3528731,4566,284,0,19,4,1,0
15610,3109148,1806023,158,24,0,1,0,1,0
15611,22372,1272270,253,4,0,1,0,1,0
15612,1233183,1319612,2647,193,0,361,58,1,0
15613,170823,3722983,105,2,38,242,3,1,0
15614,3863647,2045063,51,37,213,97,11,1,0
15615,1278321,123540,383,103,10280,694,59,1,0
15616,2596066,4739832,1290,304,0,448,81,1,0
15617,3255659,1366063,49,10,2,26,0,1,0
15618,2979628,4633316,3377,268,0,1,0,1,0
15619,2072369,4845199,112,37,0,1,0,1,0
15620,4317342,4427318,211,156,0,1,0,1,0
15621,4229407,4345382,116,54,0,1,0,1,0
15622,1962229,1353971,78,23,0,407,5,1,0
15623,2146273,2403797,7886,162,0,60,3,1,0
15624,1887555,2182196,30,13,0,16,2,1,0
15625,1222394,1760000,414,51,0,1,0,1,0
15626,2060101,2217432,5584,314,1011,816,112,1,0
15627,2515145,1642111,3410,551,0,3,1,1,0
15628,857750,1071261,326,27,0,80,3,1,0
15629,4841716,1852708,138,10,0,7,1,1,0
15630,1536510,3025128,184,55,0,113,7,1,0
15631,3702541,3401739,98,26,0,14,1,1,0
15632,2495228,712210,101,15,93,750,6,1,0
15633,2356416,2202249,1521,145,0,30,8,1,0
15634,1016309,1322819,94,12,0,211,0,1,0
15635,865070,3628737,3149,111,0,64,4,1,0
15636,561871,2681294,13,59,2813,213,2,1,0
15637,3307643,800714,3864,562,0,52,11,1,0
15638,3657173,2234828,17,25,145,247,3,1,0
15639,615701,4512920,371,3,0,63,7,1,0
15640,2990909,355207,273,37,289,450,4,1,0
15641,564524,651545,54,21,0,7,0,1,0
15642,2902579,4299864,2,3,135,29,0,1,0
15643,3663001,134107,136,409,3,3035,5,1,0
15644,2574044,3436652,123,235,195,49,5,1,0
15645,2533619,95140,1236,33,0,68,6,1,0
15646,2247317,3801769,197,136,0,24,4,1,0
15647,1714319,1832617,332,93,0,110,32,1,0
15648,4308272,117534,364,98,5418,932,51,1,0
15649,4223014,3911835,57,14,0,1,0,1,0
15650,1719909,4459396,25,4,0,75,3,1,0
15651,2746336,3245459,31,96,0,132,4,1,0
15652,2047165,3516336,134,35,0,574,2,1,0
15653,1079495,1084596,84,72,0,12,3,1,0
15654,4515365,2455057,806,38,0,6,0,1,0
15655,3430466,321687,125,4,0,78,1,1,0
15656,176216,488401,299,2,0,5,0,1,0
15657,3023135,4572211,87,30,0,4,1,1,0
15658,3702201,76040,54,204,0,13,5,1,0
15659,3211753,3884554,87,28,0,4,0,1,0
15660,2956990,2122400,3,1,0,1,0,1,0
15661,3468436,3531296,213,8,0,190,0,1,0
15662,4212588,2566285,1809,119,0,1050,74,1,0
15663,1331143,246379,472,85,0,1,0,1,0
15664,1178277,1733606,32,9,0,1,0,1,0
15665,1964039,1553426,220,238,0,138,16,1,0
15666,3518619,4274637,63,165,101,304,9,1,0
15667,2253047,2058521,92,66,12,116,2,1,0
15668,20418,241600,139,27,0,16,3,1,0
15669,433909,287014,14,2,0,51,1,1,0
15670,372496,995091,68,3,130,2452,7,1,0
15671,1859905,3560983,46,11,15,1841,2,1,0
15672,4177982,4287230,19035,268,0,159,59,1,0
15673,4268259,3904404,190,38,0,3,0,1,0
15674,1423360,1116107,36,1,0,1,0,1,0
15675,4817309,3006987,327,22,0,3,0,1,0
15676,3859932,4439079,241,169,0,41,9,1,0
15677,2932176,2361657,898,51,0,7,2,1,0
15678,3719078,2719251,256,95,1348,1838,28,1,0
15679,617412,2673110,547,118,0,22,7,1,0
15680,2651493,1465846,291,60,80,125,7,1,0
15681,4218798,3672183,33,26,0,3,0,1,0
15682,2282307,3536296,90,67,269,113,16,1,0
15683,1902882,3586622,324,38,0,20,4,1,0
15684,4812583,3843729,1818,242,0,54,16,1,0
15685,1551240,106475,215,46,105,100,21,1,0
15686,2385112,2514051,172,9,0,50,1,1,0
15687,1856676,540166,197,236,2,15,10,1,0
15688,2350245,2457740,669,80,538,689,41,1,0
15689,23286,2949666,248,42,116,28,8,1,0
15690,4585171,1812359,795,158,0,712,25,1,0
15691,587044,387423,55,79,0,10,1,1,0
15692,1348276,4168899,431,34,0,139,12,1,0
15693,1625215,4514376,70,17,0,21,0,1,0
15694,75499,4480791,22,27,73,30,3,1,0
15695,114721,1068376,186,12,0,223,0,1,0
15696,4156583,2867068,455,56,0,206,14,1,0
15697,1642387,1318139,180,17,0,10,1,1,0
15698,3766635,4766275,1621,51,0,5,2,1,0
15699,1423189,3528164,154,103,0,37,9,1,0
15700,693854,2121861,172,50,0,11,5,1,0
15701,1682904,535873,147,34,0,47,0,1,0
15702,3737819,3934739,600,67,0,45,13,1,0
15703,1543928,4512905,426,76,105794,3193,37,1,0
15704,2229401,2355319,23,3,0,144,0,1,0
15705,1787917,880994,523,133,1017,211,33,1,0
15706,4176389,3604072,124,43,25550,1681,21,1,0
15707,4861785,2034809,86,8,259,239,0,1,0
15708,4575904,1316895,5979,914,0,168,68,1,0
15709,3801345,1603431,4048,41,0,1,0,1,0
15710,3279787,4344012,141,37,35111,1870,14,1,0
15711,352588,2198779,57,5,0,4,1,1,0
15712,4049973,3470225,366,59,0,38,7,1,0
15713,847366,1893774,82,31,902,333,21,1,0
15714,1039237,4449222,45,3,116,5,1,1,0
15715,2602033,939616,57,45,30,19,14,1,0
15716,1957797,1752965,6,2,0,1,0,1,0
15717,4080555,4345885,67,19,0,13,2,1,0
15718,2006501,1930016,7009,593,0,5,0,1,0
15719,3232548,1787080,111,37,311,62,28,1,0
15720,2376171,1797046,698,162,0,35,28,1,0
15721,409617,4095311,65,5,0,5,3,1,0
15722,4004441,1421393,93,26,0,2,0,1,0
15723,2591630,1015808,40,8,0,24,2,1,0
15724,4569293,2235768,612,17,0,1,0,1,0
15725,2901007,1733934,34,11,29,12,8,1,0
15726,1909701,3831113,121,52,261,39,7,1,0
15727,838252,2507570,1152,176,0,72,33,1,0
15728,2120805,4282966,193,121,12479,898,25,1,0
15729,3501606,2220757,495,38,511,73,3,1,0
15730,4113738,3128015,71,8,0,2,0,1,0
15731,633517,4498733,1057,49,0,4,1,1,0
15732,2547698,4421519,796,101,0,11,3,1,0
15733,1918470,2204212,117,39,0,18,0,1,0
15734,3963737,4589893,69,4,91,515,4,1,0
15735,3553746,2289240,855,65,0,32,17,1,0
15736,4092552,1108869,315,35,176,400,15,1,0
15737,2602575,2340596,93,6,5225,1008,5,1,0
15738,916900,272745,119,5,0,2,0,1,0
15739,470351,4047944,129,64,0,2,0,1,0
15740,932796,3768646,320,27,0,730,5,1,0
15741,2462883,4056979,101,35,0,1,0,1,0
15742,890427,1415347,33,27,0,1,0,1,0
15743,1752684,2746654,226,15,0,182,3,1,0
15744,2415495,3158704,36,26,0,19,4,1,0
15745,1568496,111501,46,15,0,85,1,1,0
15746,565081,1512978,62,4,0,7,1,1,0
15747,2980944,3338620,16,431,5262,1345,4,1,0
15748,1826017,3483592,73,2,0,8,0,1,0
15749,3098288,3280517,240,111,96,104,19,1,0
15750,2107432,409491,317,40,0,2,0,1,0
15751,1962229,809913,78,23,6,768,7,1,0
15752,2603654,3763040,248,13,8,28,1,1,0
15753,2071720,1578928,45,21,102,8,4,1,0
15754,4528369,4021597,1112,53,0,2,0,1,0
15755,4816354,870758,2387,132,0,390,67,1,0
15756,3055124,456832,2,3,0,1,0,1,0
15757,1214621,1861516,141,14,0,138,5,1,0
15758,4238872,2309390,173,18,0,6,1,1,0
15759,2550954,1624284,70,23,0,55,10,1,0
15760,4735482,4395055,30,6,0,2,1,1,0
15761,2318994,1905554,24,11,0,1,0,1,0
15762,1052891,2939693,40,8,0,1,0,1,0
15763,4835263,4533331,88,12,0,10,0,1,0
15764,1796180,3411866,54,16,0,3,0,1,0
15765,4082080,968737,2151,42,0,13,2,1,0
15766,4128534,2548843,47,21,9972,689,13,1,0
15767,2851935,3243419,671,64,0,8,7,1,0
15768,4510256,2493961,71,2,0,1,0,1,0
15769,2431999,2690114,263,37,0,221,3,1,0
15770,434102,1439400,191,17,0,7,0,1,0
15771,4582537,3818167,106,40,0,64,14,1,0
15772,1604918,882493,92,13,0,16,0,1,0
15773,3849057,1655224,1195,156,0,128,18,1,0
15774,2016197,2170442,414,102,0,8,6,1,0
15775,1229278,637513,1559,93,0,7,6,1,0
15776,4381894,1569563,193,48,0,18,4,1,0
15777,1828702,4189413,149,16,0,2,1,1,0
15778,3055371,1583125,2831,205,0,1,0,1,0
15779,2563537,1134594,292,45,0,21,1,1,0
